Date,Country,Strategic_Tactic,Arrivals
2025-04-01,Switzerland,Traditional Leisure,3241
2025-05-01,Switzerland,Traditional Leisure,1424
2025-06-01,Switzerland,Traditional Leisure,1589
2025-07-01,Switzerland,Traditional Leisure,4990
2025-08-01,Switzerland,Traditional Leisure,2067
2025-09-01,Switzerland,Traditional Leisure,2193
2025-10-01,Switzerland,Traditional Leisure,2079
2025-11-01,Switzerland,Traditional Leisure,3232
2025-12-01,Switzerland,Traditional Leisure,3481
2011-01-01,Thailand,Resilient Core,373
2011-02-01,Thailand,Resilient Core,238
2011-03-01,Thailand,Resilient Core,352
2011-04-01,Thailand,Resilient Core,428
2011-05-01,Thailand,Resilient Core,785
2011-06-01,Thailand,Resilient Core,495
2011-07-01,Thailand,Resilient Core,434
2011-08-01,Thailand,Resilient Core,964
2011-09-01,Thailand,Resilient Core,477
2011-10-01,Thailand,Resilient Core,600
2011-11-01,Thailand,Resilient Core,350
2011-12-01,Thailand,Resilient Core,384
2012-01-01,Thailand,Resilient Core,398
2012-02-01,Thailand,Resilient Core,543
2012-03-01,Thailand,Resilient Core,675
2012-04-01,Thailand,Resilient Core,818
2012-05-01,Thailand,Resilient Core,984
2012-06-01,Thailand,Resilient Core,476
2012-07-01,Thailand,Resilient Core,827
2012-08-01,Thailand,Resilient Core,580
2012-09-01,Thailand,Resilient Core,317
2012-10-01,Thailand,Resilient Core,612
2012-11-01,Thailand,Resilient Core,788
2012-12-01,Thailand,Resilient Core,879
2013-01-01,Thailand,Resilient Core,742
2013-02-01,Thailand,Resilient Core,845
2013-03-01,Thailand,Resilient Core,876
2013-04-01,Thailand,Resilient Core,687
2013-05-01,Thailand,Resilient Core,1131
2013-06-01,Thailand,Resilient Core,597
2013-07-01,Thailand,Resilient Core,717
2013-08-01,Thailand,Resilient Core,1200
2013-09-01,Thailand,Resilient Core,552
2013-10-01,Thailand,Resilient Core,738
2013-11-01,Thailand,Resilient Core,612
2013-12-01,Thailand,Resilient Core,911
2014-01-01,Thailand,Resilient Core,668
2014-02-01,Thailand,Resilient Core,1019
2014-03-01,Thailand,Resilient Core,771
2014-04-01,Thailand,Resilient Core,766
2014-05-01,Thailand,Resilient Core,851
2014-06-01,Thailand,Resilient Core,703
2014-07-01,Thailand,Resilient Core,590
2014-08-01,Thailand,Resilient Core,906
2014-09-01,Thailand,Resilient Core,441
2014-10-01,Thailand,Resilient Core,926
2014-11-01,Thailand,Resilient Core,764
2014-12-01,Thailand,Resilient Core,855
2015-01-01,Thailand,Resilient Core,719
2015-02-01,Thailand,Resilient Core,609
2015-03-01,Thailand,Resilient Core,827
2015-04-01,Thailand,Resilient Core,922
2015-05-01,Thailand,Resilient Core,1282
2015-06-01,Thailand,Resilient Core,567
2015-07-01,Thailand,Resilient Core,612
2015-08-01,Thailand,Resilient Core,923
2015-09-01,Thailand,Resilient Core,607
2015-10-01,Thailand,Resilient Core,1378
2015-11-01,Thailand,Resilient Core,791
2015-12-01,Thailand,Resilient Core,875
2016-01-01,Thailand,Resilient Core,2105
2016-02-01,Thailand,Resilient Core,670
2016-03-01,Thailand,Resilient Core,919
2016-04-01,Thailand,Resilient Core,754
2016-05-01,Thailand,Resilient Core,809
2016-06-01,Thailand,Resilient Core,606
2016-07-01,Thailand,Resilient Core,913
2016-08-01,Thailand,Resilient Core,839
2016-09-01,Thailand,Resilient Core,577
2016-10-01,Thailand,Resilient Core,1044
2016-11-01,Thailand,Resilient Core,820
2016-12-01,Thailand,Resilient Core,824
2017-01-01,Thailand,Resilient Core,703
2017-02-01,Thailand,Resilient Core,1148
2017-03-01,Thailand,Resilient Core,668
2017-04-01,Thailand,Resilient Core,1041
2017-05-01,Thailand,Resilient Core,1223
2017-06-01,Thailand,Resilient Core,823
2017-07-01,Thailand,Resilient Core,912
2017-08-01,Thailand,Resilient Core,889
2017-09-01,Thailand,Resilient Core,692
2017-10-01,Thailand,Resilient Core,841
2017-11-01,Thailand,Resilient Core,936
2017-12-01,Thailand,Resilient Core,952
2018-01-01,Thailand,Resilient Core,785
2018-02-01,Thailand,Resilient Core,566
2018-03-01,Thailand,Resilient Core,1028
2018-04-01,Thailand,Resilient Core,691
2018-05-01,Thailand,Resilient Core,745
2018-06-01,Thailand,Resilient Core,870
2018-07-01,Thailand,Resilient Core,807
2018-08-01,Thailand,Resilient Core,823
2018-09-01,Thailand,Resilient Core,658
2018-10-01,Thailand,Resilient Core,581
2018-11-01,Thailand,Resilient Core,593
2018-12-01,Thailand,Resilient Core,1031
2019-01-01,Thailand,Resilient Core,938
2019-02-01,Thailand,Resilient Core,999
2019-03-01,Thailand,Resilient Core,983
2019-04-01,Thailand,Resilient Core,762
2019-05-01,Thailand,Resilient Core,547
2019-06-01,Thailand,Resilient Core,480
2019-07-01,Thailand,Resilient Core,569
2019-08-01,Thailand,Resilient Core,791
2019-09-01,Thailand,Resilient Core,611
2019-10-01,Thailand,Resilient Core,853
2019-11-01,Thailand,Resilient Core,1120
2019-12-01,Thailand,Resilient Core,1208
2020-01-01,Thailand,Resilient Core,736
2020-02-01,Thailand,Resilient Core,927
2020-03-01,Thailand,Resilient Core,217
2020-04-01,Thailand,Resilient Core,0
2020-05-01,Thailand,Resilient Core,0
2020-06-01,Thailand,Resilient Core,0
2020-07-01,Thailand,Resilient Core,0
2020-08-01,Thailand,Resilient Core,0
2020-09-01,Thailand,Resilient Core,0
2020-10-01,Thailand,Resilient Core,0
2020-11-01,Thailand,Resilient Core,0
2020-12-01,Thailand,Resilient Core,0
2021-01-01,Thailand,Resilient Core,0
2021-02-01,Thailand,Resilient Core,2
2021-03-01,Thailand,Resilient Core,6
2021-04-01,Thailand,Resilient Core,3
2021-05-01,Thailand,Resilient Core,3
2021-06-01,Thailand,Resilient Core,0
2021-07-01,Thailand,Resilient Core,3
2021-08-01,Thailand,Resilient Core,5
2021-09-01,Thailand,Resilient Core,5
2021-10-01,Thailand,Resilient Core,29
2021-11-01,Thailand,Resilient Core,62
2021-12-01,Thailand,Resilient Core,129
2022-01-01,Thailand,Resilient Core,72
2022-02-01,Thailand,Resilient Core,86
2022-03-01,Thailand,Resilient Core,156
2022-04-01,Thailand,Resilient Core,123
2022-05-01,Thailand,Resilient Core,84
2022-06-01,Thailand,Resilient Core,131
2022-07-01,Thailand,Resilient Core,84
2022-08-01,Thailand,Resilient Core,97
2022-09-01,Thailand,Resilient Core,89
2022-10-01,Thailand,Resilient Core,210
2022-11-01,Thailand,Resilient Core,282
2022-12-01,Thailand,Resilient Core,311
2023-01-01,Thailand,Resilient Core,279
2023-02-01,Thailand,Resilient Core,210
2023-03-01,Thailand,Resilient Core,308
2023-04-01,Thailand,Resilient Core,406
2023-05-01,Thailand,Resilient Core,455
2023-06-01,Thailand,Resilient Core,414
2023-07-01,Thailand,Resilient Core,633
2023-08-01,Thailand,Resilient Core,480
2023-09-01,Thailand,Resilient Core,326
2023-10-01,Thailand,Resilient Core,394
2023-11-01,Thailand,Resilient Core,380
2023-12-01,Thailand,Resilient Core,637
2024-01-01,Thailand,Resilient Core,505
2024-02-01,Thailand,Resilient Core,716
2024-03-01,Thailand,Resilient Core,928
2024-04-01,Thailand,Resilient Core,834
2024-05-01,Thailand,Resilient Core,583
2024-06-01,Thailand,Resilient Core,364
2024-07-01,Thailand,Resilient Core,483
2024-08-01,Thailand,Resilient Core,598
2024-09-01,Thailand,Resilient Core,384
2024-10-01,Thailand,Resilient Core,581
2024-11-01,Thailand,Resilient Core,622
2024-12-01,Thailand,Resilient Core,648
2025-01-01,Thailand,Resilient Core,625
2025-02-01,Thailand,Resilient Core,719
2025-03-01,Thailand,Resilient Core,903
2025-04-01,Thailand,Resilient Core,1220
2025-05-01,Thailand,Resilient Core,556
2025-06-01,Thailand,Resilient Core,597
2025-07-01,Thailand,Resilient Core,506
2025-08-01,Thailand,Resilient Core,682
2025-09-01,Thailand,Resilient Core,449
2025-10-01,Thailand,Resilient Core,724
2025-11-01,Thailand,Resilient Core,831
2025-12-01,Thailand,Resilient Core,783
2011-01-01,U.K,Traditional Leisure,9518
2011-02-01,U.K,Traditional Leisure,9614
2011-03-01,U.K,Traditional Leisure,8852
2011-04-01,U.K,Traditional Leisure,9038
2011-05-01,U.K,Traditional Leisure,4452
2011-06-01,U.K,Traditional Leisure,5188
2011-07-01,U.K,Traditional Leisure,12003
2011-08-01,U.K,Traditional Leisure,12486
2011-09-01,U.K,Traditional Leisure,7871
2011-10-01,U.K,Traditional Leisure,7408
2011-11-01,U.K,Traditional Leisure,9589
2011-12-01,U.K,Traditional Leisure,10063
2012-01-01,U.K,Traditional Leisure,8162
2012-02-01,U.K,Traditional Leisure,8746
2012-03-01,U.K,Traditional Leisure,12032
2012-04-01,U.K,Traditional Leisure,8019
2012-05-01,U.K,Traditional Leisure,4940
2012-06-01,U.K,Traditional Leisure,6076
2012-07-01,U.K,Traditional Leisure,13643
2012-08-01,U.K,Traditional Leisure,11558
2012-09-01,U.K,Traditional Leisure,8586
2012-10-01,U.K,Traditional Leisure,8767
2012-11-01,U.K,Traditional Leisure,10828
2012-12-01,U.K,Traditional Leisure,12861
2013-01-01,U.K,Traditional Leisure,11350
2013-02-01,U.K,Traditional Leisure,13604
2013-03-01,U.K,Traditional Leisure,13590
2013-04-01,U.K,Traditional Leisure,8642
2013-05-01,U.K,Traditional Leisure,6567
2013-06-01,U.K,Traditional Leisure,7642
2013-07-01,U.K,Traditional Leisure,16424
2013-08-01,U.K,Traditional Leisure,15519
2013-09-01,U.K,Traditional Leisure,9356
2013-10-01,U.K,Traditional Leisure,9850
2013-11-01,U.K,Traditional Leisure,9663
2013-12-01,U.K,Traditional Leisure,15209
2014-01-01,U.K,Traditional Leisure,12896
2014-02-01,U.K,Traditional Leisure,14316
2014-03-01,U.K,Traditional Leisure,11823
2014-04-01,U.K,Traditional Leisure,12380
2014-05-01,U.K,Traditional Leisure,6918
2014-06-01,U.K,Traditional Leisure,7790
2014-07-01,U.K,Traditional Leisure,16692
2014-08-01,U.K,Traditional Leisure,15532
2014-09-01,U.K,Traditional Leisure,8983
2014-10-01,U.K,Traditional Leisure,10112
2014-11-01,U.K,Traditional Leisure,10730
2014-12-01,U.K,Traditional Leisure,15996
2015-01-01,U.K,Traditional Leisure,13410
2015-02-01,U.K,Traditional Leisure,15212
2015-03-01,U.K,Traditional Leisure,16191
2015-04-01,U.K,Traditional Leisure,11233
2015-05-01,U.K,Traditional Leisure,7954
2015-06-01,U.K,Traditional Leisure,8580
2015-07-01,U.K,Traditional Leisure,20643
2015-08-01,U.K,Traditional Leisure,17908
2015-09-01,U.K,Traditional Leisure,11160
2015-10-01,U.K,Traditional Leisure,9970
2015-11-01,U.K,Traditional Leisure,10822
2015-12-01,U.K,Traditional Leisure,18762
2016-01-01,U.K,Traditional Leisure,16253
2016-02-01,U.K,Traditional Leisure,19194
2016-03-01,U.K,Traditional Leisure,21430
2016-04-01,U.K,Traditional Leisure,12006
2016-05-01,U.K,Traditional Leisure,8412
2016-06-01,U.K,Traditional Leisure,9406
2016-07-01,U.K,Traditional Leisure,23948
2016-08-01,U.K,Traditional Leisure,20475
2016-09-01,U.K,Traditional Leisure,12288
2016-10-01,U.K,Traditional Leisure,10964
2016-11-01,U.K,Traditional Leisure,13337
2016-12-01,U.K,Traditional Leisure,20446
2017-01-01,U.K,Traditional Leisure,19468
2017-02-01,U.K,Traditional Leisure,20218
2017-03-01,U.K,Traditional Leisure,19451
2017-04-01,U.K,Traditional Leisure,17841
2017-05-01,U.K,Traditional Leisure,8520
2017-06-01,U.K,Traditional Leisure,10424
2017-07-01,U.K,Traditional Leisure,23553
2017-08-01,U.K,Traditional Leisure,21903
2017-09-01,U.K,Traditional Leisure,12593
2017-10-01,U.K,Traditional Leisure,12518
2017-11-01,U.K,Traditional Leisure,13634
2017-12-01,U.K,Traditional Leisure,21756
2018-01-01,U.K,Traditional Leisure,22940
2018-02-01,U.K,Traditional Leisure,23817
2018-03-01,U.K,Traditional Leisure,30366
2018-04-01,U.K,Traditional Leisure,26063
2018-05-01,U.K,Traditional Leisure,9337
2018-06-01,U.K,Traditional Leisure,12104
2018-07-01,U.K,Traditional Leisure,25208
2018-08-01,U.K,Traditional Leisure,23643
2018-09-01,U.K,Traditional Leisure,14226
2018-10-01,U.K,Traditional Leisure,17673
2018-11-01,U.K,Traditional Leisure,21971
2018-12-01,U.K,Traditional Leisure,26828
2019-01-01,U.K,Traditional Leisure,26036
2019-02-01,U.K,Traditional Leisure,29750
2019-03-01,U.K,Traditional Leisure,29682
2019-04-01,U.K,Traditional Leisure,24718
2019-05-01,U.K,Traditional Leisure,2953
2019-06-01,U.K,Traditional Leisure,4365
2019-07-01,U.K,Traditional Leisure,13010
2019-08-01,U.K,Traditional Leisure,14132
2019-09-01,U.K,Traditional Leisure,8345
2019-10-01,U.K,Traditional Leisure,8763
2019-11-01,U.K,Traditional Leisure,16038
2019-12-01,U.K,Traditional Leisure,20984
2020-01-01,U.K,Traditional Leisure,21138
2020-02-01,U.K,Traditional Leisure,26348
2020-03-01,U.K,Traditional Leisure,7969
2020-04-01,U.K,Traditional Leisure,0
2020-05-01,U.K,Traditional Leisure,0
2020-06-01,U.K,Traditional Leisure,0
2020-07-01,U.K,Traditional Leisure,0
2020-08-01,U.K,Traditional Leisure,0
2020-09-01,U.K,Traditional Leisure,0
2020-10-01,U.K,Traditional Leisure,0
2020-11-01,U.K,Traditional Leisure,0
2020-12-01,U.K,Traditional Leisure,0
2021-01-01,U.K,Traditional Leisure,3
2021-02-01,U.K,Traditional Leisure,79
2021-03-01,U.K,Traditional Leisure,316
2021-04-01,U.K,Traditional Leisure,334
2021-05-01,U.K,Traditional Leisure,149
2021-06-01,U.K,Traditional Leisure,121
2021-07-01,U.K,Traditional Leisure,342
2021-08-01,U.K,Traditional Leisure,489
2021-09-01,U.K,Traditional Leisure,309
2021-10-01,U.K,Traditional Leisure,2241
2021-11-01,U.K,Traditional Leisure,3770
2021-12-01,U.K,Traditional Leisure,8493
2022-01-01,U.K,Traditional Leisure,7442
2022-02-01,U.K,Traditional Leisure,10642
2022-03-01,U.K,Traditional Leisure,12908
2022-04-01,U.K,Traditional Leisure,11539
2022-05-01,U.K,Traditional Leisure,3723
2022-06-01,U.K,Traditional Leisure,3368
2022-07-01,U.K,Traditional Leisure,9257
2022-08-01,U.K,Traditional Leisure,6776
2022-09-01,U.K,Traditional Leisure,2872
2022-10-01,U.K,Traditional Leisure,4275
2022-11-01,U.K,Traditional Leisure,4506
2022-12-01,U.K,Traditional Leisure,7879
2023-01-01,U.K,Traditional Leisure,8483
2023-02-01,U.K,Traditional Leisure,8575
2023-03-01,U.K,Traditional Leisure,11053
2023-04-01,U.K,Traditional Leisure,8743
2023-05-01,U.K,Traditional Leisure,5987
2023-06-01,U.K,Traditional Leisure,7981
2023-07-01,U.K,Traditional Leisure,17482
2023-08-01,U.K,Traditional Leisure,15035
2023-09-01,U.K,Traditional Leisure,7504
2023-10-01,U.K,Traditional Leisure,8454
2023-11-01,U.K,Traditional Leisure,11526
2023-12-01,U.K,Traditional Leisure,19265
2024-01-01,U.K,Traditional Leisure,16665
2024-02-01,U.K,Traditional Leisure,20614
2024-03-01,U.K,Traditional Leisure,21540
2024-04-01,U.K,Traditional Leisure,13173
2024-05-01,U.K,Traditional Leisure,8094
2024-06-01,U.K,Traditional Leisure,9266
2024-07-01,U.K,Traditional Leisure,20837
2024-08-01,U.K,Traditional Leisure,17587
2024-09-01,U.K,Traditional Leisure,8688
2024-10-01,U.K,Traditional Leisure,10206
2024-11-01,U.K,Traditional Leisure,12912
2024-12-01,U.K,Traditional Leisure,18757
2025-01-01,U.K,Traditional Leisure,21730
2025-02-01,U.K,Traditional Leisure,25528
2025-03-01,U.K,Traditional Leisure,22447
2025-04-01,U.K,Traditional Leisure,17348
2025-05-01,U.K,Traditional Leisure,9221
2025-06-01,U.K,Traditional Leisure,11628
2025-07-01,U.K,Traditional Leisure,23475
2025-08-01,U.K,Traditional Leisure,19764
2025-09-01,U.K,Traditional Leisure,10752
2025-10-01,U.K,Traditional Leisure,12934
2025-11-01,U.K,Traditional Leisure,16915
2025-12-01,U.K,Traditional Leisure,20535
2011-01-01,U.S.A.,Traditional Leisure,2312
2011-02-01,U.S.A.,Traditional Leisure,1557
2011-03-01,U.S.A.,Traditional Leisure,1931
2011-04-01,U.S.A.,Traditional Leisure,1445
2011-05-01,U.S.A.,Traditional Leisure,1422
2011-06-01,U.S.A.,Traditional Leisure,2342
2011-07-01,U.S.A.,Traditional Leisure,2581
2011-08-01,U.S.A.,Traditional Leisure,2181
2011-09-01,U.S.A.,Traditional Leisure,1381
2011-10-01,U.S.A.,Traditional Leisure,1559
2011-11-01,U.S.A.,Traditional Leisure,2363
2011-12-01,U.S.A.,Traditional Leisure,3312
2012-01-01,U.S.A.,Traditional Leisure,2744
2012-02-01,U.S.A.,Traditional Leisure,1914
2012-03-01,U.S.A.,Traditional Leisure,2342
2012-04-01,U.S.A.,Traditional Leisure,1578
2012-05-01,U.S.A.,Traditional Leisure,1762
2012-06-01,U.S.A.,Traditional Leisure,2943
2012-07-01,U.S.A.,Traditional Leisure,2963
2012-08-01,U.S.A.,Traditional Leisure,2549
2012-09-01,U.S.A.,Traditional Leisure,1868
2012-10-01,U.S.A.,Traditional Leisure,2332
2012-11-01,U.S.A.,Traditional Leisure,3256
2012-12-01,U.S.A.,Traditional Leisure,3656
2013-01-01,U.S.A.,Traditional Leisure,2920
2013-02-01,U.S.A.,Traditional Leisure,2892
2013-03-01,U.S.A.,Traditional Leisure,3260
2013-04-01,U.S.A.,Traditional Leisure,2323
2013-05-01,U.S.A.,Traditional Leisure,2084
2013-06-01,U.S.A.,Traditional Leisure,2769
2013-07-01,U.S.A.,Traditional Leisure,2855
2013-08-01,U.S.A.,Traditional Leisure,2780
2013-09-01,U.S.A.,Traditional Leisure,1789
2013-10-01,U.S.A.,Traditional Leisure,2761
2013-11-01,U.S.A.,Traditional Leisure,2632
2013-12-01,U.S.A.,Traditional Leisure,5625
2014-01-01,U.S.A.,Traditional Leisure,3839
2014-02-01,U.S.A.,Traditional Leisure,2880
2014-03-01,U.S.A.,Traditional Leisure,3401
2014-04-01,U.S.A.,Traditional Leisure,3097
2014-05-01,U.S.A.,Traditional Leisure,2449
2014-06-01,U.S.A.,Traditional Leisure,3130
2014-07-01,U.S.A.,Traditional Leisure,3493
2014-08-01,U.S.A.,Traditional Leisure,2648
2014-09-01,U.S.A.,Traditional Leisure,2191
2014-10-01,U.S.A.,Traditional Leisure,3275
2014-11-01,U.S.A.,Traditional Leisure,2951
2014-12-01,U.S.A.,Traditional Leisure,6017
2015-01-01,U.S.A.,Traditional Leisure,4390
2015-02-01,U.S.A.,Traditional Leisure,3942
2015-03-01,U.S.A.,Traditional Leisure,4342
2015-04-01,U.S.A.,Traditional Leisure,3296
2015-05-01,U.S.A.,Traditional Leisure,3061
2015-06-01,U.S.A.,Traditional Leisure,3363
2015-07-01,U.S.A.,Traditional Leisure,4161
2015-08-01,U.S.A.,Traditional Leisure,3278
2015-09-01,U.S.A.,Traditional Leisure,3232
2015-10-01,U.S.A.,Traditional Leisure,2996
2015-11-01,U.S.A.,Traditional Leisure,3576
2015-12-01,U.S.A.,Traditional Leisure,7574
2016-01-01,U.S.A.,Traditional Leisure,5144
2016-02-01,U.S.A.,Traditional Leisure,4851
2016-03-01,U.S.A.,Traditional Leisure,5265
2016-04-01,U.S.A.,Traditional Leisure,3408
2016-05-01,U.S.A.,Traditional Leisure,3538
2016-06-01,U.S.A.,Traditional Leisure,3917
2016-07-01,U.S.A.,Traditional Leisure,4919
2016-08-01,U.S.A.,Traditional Leisure,4061
2016-09-01,U.S.A.,Traditional Leisure,3276
2016-10-01,U.S.A.,Traditional Leisure,3432
2016-11-01,U.S.A.,Traditional Leisure,4223
2016-12-01,U.S.A.,Traditional Leisure,8220
2017-01-01,U.S.A.,Traditional Leisure,6155
2017-02-01,U.S.A.,Traditional Leisure,4878
2017-03-01,U.S.A.,Traditional Leisure,5291
2017-04-01,U.S.A.,Traditional Leisure,4291
2017-05-01,U.S.A.,Traditional Leisure,3324
2017-06-01,U.S.A.,Traditional Leisure,4200
2017-07-01,U.S.A.,Traditional Leisure,4857
2017-08-01,U.S.A.,Traditional Leisure,3982
2017-09-01,U.S.A.,Traditional Leisure,3204
2017-10-01,U.S.A.,Traditional Leisure,3531
2017-11-01,U.S.A.,Traditional Leisure,4643
2017-12-01,U.S.A.,Traditional Leisure,9123
2018-01-01,U.S.A.,Traditional Leisure,7501
2018-02-01,U.S.A.,Traditional Leisure,5984
2018-03-01,U.S.A.,Traditional Leisure,9701
2018-04-01,U.S.A.,Traditional Leisure,8679
2018-05-01,U.S.A.,Traditional Leisure,4123
2018-06-01,U.S.A.,Traditional Leisure,4979
2018-07-01,U.S.A.,Traditional Leisure,7164
2018-08-01,U.S.A.,Traditional Leisure,4410
2018-09-01,U.S.A.,Traditional Leisure,4406
2018-10-01,U.S.A.,Traditional Leisure,3714
2018-11-01,U.S.A.,Traditional Leisure,5799
2018-12-01,U.S.A.,Traditional Leisure,8848
2019-01-01,U.S.A.,Traditional Leisure,7849
2019-02-01,U.S.A.,Traditional Leisure,9678
2019-03-01,U.S.A.,Traditional Leisure,12543
2019-04-01,U.S.A.,Traditional Leisure,4810
2019-05-01,U.S.A.,Traditional Leisure,1398
2019-06-01,U.S.A.,Traditional Leisure,2412
2019-07-01,U.S.A.,Traditional Leisure,2974
